Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,Amount owed,Amount paid,Amount left,July_Payment_Status,Feb.Credit.Capacity,Mar.Credit.Capacity,Apr.Credit.Capacity,May.Credit.Capacity,Jun.Credit.Capacity,Overall.Credit.Capacity
9300,2,2,1,47,-1,173,-1,79,61,-1,15,78,-1,65,15,-1,55,65,-1,30,55,392,244,148,1,0.6559139785,0.8387096774,0.1612903226,0.6989247312,0.5913978495,0.5892473118
8700,2,2,2,27,-1,148,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,148,0,148,1,0,0,0,0,0,0
8100,2,3,2,27,-1,67,-1,120,125,-1,0,120,0,48,16,-1,16,48,-1,44,16,376,228,148,0,1.5432098765,1.4814814815,0.1975308642,0.5925925926,0.1975308642,0.8024691358
9500,2,2,1,34,-2,216,-2,196,295,-2,226,196,-2,103,226,-2,165,103,-2,198,165,1036,888,148,0,3.1052631579,2.0631578947,2.3789473684,1.0842105263,1.7368421053,2.0736842105
6400,1,1,2,28,-1,16,-1,31,170,-1,0,31,0,16,16,-1,22,16,-1,31,22,249,100,149,0,2.65625,0.484375,0.25,0.25,0.34375,0.796875
7900,2,1,1,51,-1,83,2,0,130,2,90,0,-1,0,60,0,30,30,-1,34,30,303,154,149,0,1.6455696203,0,0.7594936709,0.3797468354,0.3797468354,0.6329113924
7100,1,1,2,33,-1,176,-1,151,120,-1,210,150,-1,84,209,-1,136,84,-1,9,136,739,590,149,0,1.6901408451,2.1126760563,2.9436619718,1.1830985915,1.9154929577,1.9690140845
4000,2,2,2,34,-1,77,-1,7,73,-1,41,7,-1,0,41,-1,0,0,-2,0,0,198,48,150,0,1.825,0.175,1.025,0,0,0.605
4500,1,3,2,34,-1,100,-1,0,50,-1,0,0,-2,0,0,-2,0,0,-2,0,0,150,0,150,1,1.1111111111,0,0,0,0,0.2222222222
12500,1,2,1,44,-1,198,-1,82,108,-1,81,82,-1,100,80,-1,33,100,-1,122,33,568,418,150,0,0.864,0.656,0.64,0.8,0.264,0.6448
1100,2,2,1,20,0,125,-1,50,96,-1,47,50,-1,4,47,-1,40,-4,-1,23,36,314,164,150,0,8.7272727273,4.5454545455,4.2727272727,-0.3636363636,3.2727272727,4.0909090909
4800,2,1,1,36,-2,150,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,150,0,150,1,0,0,0,0,0,0
4000,1,1,2,25,-1,117,-1,49,33,-1,13,49,-1,0,13,-1,0,0,-2,0,0,212,62,150,1,0.825,1.225,0.325,0,0,0.475
4100,2,2,2,35,-1,42,-1,87,108,-1,27,87,-1,82,27,-1,0,82,0,0,38,346,196,150,0,2.6341463415,2.1219512195,0.6585365854,2,0.9268292683,1.6682926829
4900,1,1,1,42,-1,125,-1,102,167,-1,227,102,-1,166,226,-1,0,165,-1,139,0,785,634,151,0,3.4081632653,2.0816326531,4.612244898,3.3673469388,0,2.693877551
2500,2,2,1,36,-1,83,-1,41,279,-1,210,41,-1,117,210,-1,90,117,-1,120,90,730,578,152,0,11.16,1.64,8.4,4.68,3.6,5.896
8000,2,2,2,36,-1,161,-1,253,157,-1,214,253,-1,120,214,0,100,198,-1,144,97,983,831,152,0,1.9625,3.1625,2.675,2.475,1.2125,2.2975
1900,1,3,1,58,-2,161,-2,166,213,-2,167,166,-2,142,167,-2,114,142,-2,108,106,849,697,152,0,11.2105263158,8.7368421053,8.7894736842,7.4736842105,5.5789473684,8.3578947368
14300,1,2,1,40,-2,52,-2,100,100,-2,0,100,-2,0,0,-2,0,0,-2,0,0,252,100,152,0,0.6993006993,0.6993006993,0,0,0,0.2797202797
14100,1,2,1,35,-1,28,-1,437,417,-1,510,434,-1,254,508,-1,1,254,0,287,215,1641,1489,152,0,2.9574468085,3.0780141844,3.6028368794,1.8014184397,1.524822695,2.5929078014
8500,2,1,1,37,-1,152,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,152,0,152,0,0,0,0,0,0,0
1600,2,3,1,45,-1,2,-1,0,74,2,40,42,0,12,75,-1,0,12,-1,0,0,205,52,153,0,4.625,2.625,4.6875,0.75,0,2.5375
800,1,2,1,49,1,43,2,40,27,0,40,51,0,0,76,2,0,54,0,18,38,251,98,153,1,3.375,6.375,9.5,6.75,4.75,6.15
9300,2,3,1,42,1,0,-1,0,153,2,146,73,-1,0,146,0,73,73,-1,73,73,445,292,153,0,1.6451612903,0.7849462366,1.5698924731,0.7849462366,0.7849462366,1.1139784946
800,1,3,2,44,1,-1,-1,0,31,2,0,31,0,0,62,0,0,31,0,0,0,154,0,154,0,3.875,3.875,7.75,3.875,0,3.875
6300,1,1,2,31,1,-5,-1,120,755,-1,360,93,0,0,361,0,384,225,-1,411,366,1429,1275,154,0,11.9841269841,1.4761904762,5.7301587302,3.5714285714,5.8095238095,5.7142857143
15300,1,1,1,42,-1,175,-1,156,0,-1,0,155,-1,46,0,-2,20,46,-1,0,20,376,222,154,0,0,1.0130718954,0,0.3006535948,0.1307189542,0.2888888889
8700,2,1,2,33,-1,223,-1,224,298,-1,224,223,-1,224,223,-1,232,223,-1,131,231,1190,1035,155,0,3.4252873563,2.5632183908,2.5632183908,2.5632183908,2.6551724138,2.7540229885
700,2,2,1,29,-1,85,2,0,70,2,0,0,-2,0,0,-2,0,0,-2,0,0,155,0,155,0,10,0,0,0,0,2
1500,2,2,1,46,-1,471,-1,37,189,-1,187,37,-1,162,187,-1,224,162,-1,280,224,1046,890,156,0,12.6,2.4666666667,12.4666666667,10.8,14.9333333333,10.6533333333
19900,2,1,1,41,-2,145,-2,20,0,-1,0,20,2,22,20,2,22,36,-2,0,22,221,64,157,0,0,0.1005025126,0.1005025126,0.1809045226,0.1105527638,0.0984924623
15100,2,2,1,32,-2,150,-2,47,30,-2,23,47,-2,23,23,-2,0,23,-2,23,0,273,116,157,0,0.1986754967,0.3112582781,0.1523178808,0.1523178808,0,0.1629139073
5300,2,2,2,33,0,77,0,0,80,0,0,0,-2,0,0,-2,0,0,-2,0,0,157,0,157,0,1.5094339623,0,0,0,0,0.3018867925
3100,2,2,1,26,-1,58,0,0,99,0,20,0,-1,0,20,-1,0,0,-2,0,0,177,20,157,0,3.1935483871,0,0.6451612903,0,0,0.7677419355
1100,2,2,2,23,-1,31,-1,40,167,-1,0,0,-2,0,0,-2,0,0,-2,0,0,198,40,158,0,15.1818181818,0,0,0,0,3.0363636364
8000,1,3,2,40,-1,110,0,201,181,0,201,286,0,400,386,0,200,597,0,400,694,1560,1402,158,0,2.2625,3.575,4.825,7.4625,8.675,5.36
3100,2,2,2,38,-2,158,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,158,0,158,0,0,0,0,0,0,0
11200,2,1,2,36,-1,102,2,188,94,-1,92,188,-1,69,92,-1,32,68,-1,5,32,544,386,158,1,0.8392857143,1.6785714286,0.8214285714,0.6071428571,0.2857142857,0.8464285714
22500,1,2,1,37,-2,171,-2,92,131,-2,197,92,-2,82,197,-2,41,82,-2,103,41,673,515,158,0,0.5822222222,0.4088888889,0.8755555556,0.3644444444,0.1822222222,0.4826666667
3200,2,2,2,35,-2,159,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,159,0,159,0,0,0,0,0,0,0
700,1,3,2,90,-1,20,10,9,85,0,447,466,-1,109,155,2,13,170,1,159,266,896,737,159,0,12.1428571429,66.5714285714,22.1428571429,24.2857142857,38,32.6285714286
4700,1,1,2,31,-1,60,2,0,120,2,45,68,-1,36,45,-1,31,36,-1,57,31,329,169,160,0,2.5531914894,1.4468085106,0.9574468085,0.7659574468,0.6595744681,1.2765957447
12100,2,1,2,31,-1,154,-1,0,6,-1,0,0,-2,0,0,-2,0,0,-2,0,0,160,0,160,0,0.0495867769,0,0,0,0,0.0099173554
5900,1,2,1,38,1,0,-2,15,177,-2,148,15,-1,0,131,-1,0,0,-2,0,0,323,163,160,0,3,0.2542372881,2.2203389831,0,0,1.0949152542
3600,2,1,2,26,-1,28,-1,76,85,-1,0,76,0,0,48,0,0,0,-2,0,0,237,76,161,1,2.3611111111,2.1111111111,1.3333333333,0,0,1.1611111111
12100,1,1,1,47,-1,44,-1,89,117,-1,18,89,-1,0,18,-1,0,0,-2,0,0,268,107,161,0,0.9669421488,0.7355371901,0.1487603306,0,0,0.3702479339
900,2,3,2,23,1,0,-1,17,179,-1,0,0,-2,0,0,-2,0,0,-2,0,0,179,17,162,1,19.8888888889,0,0,0,0,3.9777777778
3100,1,1,2,30,-1,162,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,162,0,162,0,0,0,0,0,0,0
8700,2,1,1,51,-2,133,-2,195,105,-2,77,195,-2,32,77,-2,28,32,-2,48,28,542,380,162,0,1.2068965517,2.2413793103,0.8850574713,0.367816092,0.3218390805,1.0045977011
8900,2,1,2,37,-1,298,-1,224,223,-1,224,223,-1,232,223,-1,131,231,-1,225,131,1198,1036,162,0,2.5056179775,2.5056179775,2.5056179775,2.595505618,1.4719101124,2.3168539326
7100,2,1,2,31,-1,40,-1,12,123,-1,0,12,-1,0,0,-2,0,0,-2,0,0,175,12,163,0,1.7323943662,0.1690140845,0,0,0,0.3802816901
14400,2,1,1,36,-1,63,-1,0,100,-1,0,0,-2,0,0,-2,0,0,-2,0,0,163,0,163,0,0.6944444444,0,0,0,0,0.1388888889
11900,1,3,1,35,-1,197,-1,134,114,-1,79,134,-1,177,78,-1,100,176,-1,46,100,699,536,163,0,0.9579831933,1.1260504202,0.6554621849,1.4789915966,0.8403361345,1.0117647059
6800,2,2,2,35,-1,124,-1,45,64,-1,68,45,-1,26,68,-1,0,26,-1,25,0,327,164,163,0,0.9411764706,0.6617647059,1,0.3823529412,0,0.5970588235
8700,1,1,2,33,-2,197,-2,209,152,-2,92,209,-2,190,92,-2,66,190,-2,120,66,840,677,163,0,1.7471264368,2.4022988506,1.0574712644,2.183908046,0.7586206897,1.6298850575
11900,1,1,2,33,1,117,-1,142,73,-1,161,136,-1,215,161,-1,0,215,0,20,143,702,538,164,0,0.6134453782,1.1428571429,1.3529411765,1.8067226891,1.2016806723,1.2235294118
8500,2,2,1,45,-2,0,-2,0,164,-2,0,0,-2,0,0,-2,0,0,-2,0,0,164,0,164,1,1.9294117647,0,0,0,0,0.3858823529
7900,2,2,2,35,-1,68,-1,27,96,-1,0,27,-1,0,0,-2,0,0,-2,0,0,191,27,164,0,1.2151898734,0.3417721519,0,0,0,0.3113924051
2000,2,2,2,24,0,165,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,165,0,165,0,0,0,0,0,0,0
13200,2,1,1,39,-1,165,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,165,0,165,0,0,0,0,0,0,0
6700,2,3,2,42,1,0,-1,90,166,-1,202,90,-1,0,202,-1,0,0,-2,0,0,458,292,166,1,2.4776119403,1.3432835821,3.0149253731,0,0,1.3671641791
11200,2,3,2,48,-2,56,-2,145,208,-2,79,145,-2,83,79,-2,52,83,-2,46,52,571,405,166,0,1.8571428571,1.2946428571,0.7053571429,0.7410714286,0.4642857143,1.0125
7300,2,3,,44,-1,166,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,166,0,166,0,0,0,0,0,0,0
8000,2,1,2,33,-1,166,-1,49,32,-1,16,49,-1,16,16,-1,16,16,-1,16,16,279,113,166,1,0.4,0.6125,0.2,0.2,0.2,0.3225
7100,2,2,2,31,-1,167,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,167,0,167,0,0,0,0,0,0,0
5200,1,2,2,33,2,87,2,28,80,-1,0,28,-1,0,0,-2,0,0,-2,0,0,195,28,167,0,1.5384615385,0.5384615385,0,0,0,0.4153846154
2100,1,2,2,36,0,167,0,167,0,-1,0,167,-1,0,0,-2,0,0,-2,0,0,334,167,167,0,0,7.9523809524,0,0,0,1.5904761905
800,1,3,1,48,-1,61,0,50,50,-1,85,50,-1,0,85,2,0,63,0,6,47,309,141,168,1,6.25,6.25,10.625,7.875,5.875,7.375
14400,2,2,1,38,-2,168,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,168,0,168,1,0,0,0,0,0,0
5900,1,3,2,31,-1,33,-1,0,128,2,52,79,-1,37,52,-1,36,37,-1,36,36,329,161,168,0,2.1694915254,1.3389830508,0.8813559322,0.6271186441,0.6101694915,1.1254237288
9600,2,3,2,34,-1,169,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,169,0,169,0,0,0,0,0,0,0
14400,1,2,1,49,-2,69,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,169,0,169,0,0.6944444444,0,0,0,0,0.1388888889
9700,2,1,2,28,-1,125,2,25,125,2,25,25,-2,31,25,-2,31,31,-2,50,31,331,162,169,0,1.2886597938,0.2577319588,0.2577319588,0.3195876289,0.3195876289,0.4886597938
14400,1,2,1,43,-1,246,-1,220,38,-1,167,220,-1,72,166,-1,63,69,-1,47,63,739,569,170,0,0.2638888889,1.5277777778,1.1527777778,0.4791666667,0.4375,0.7722222222
900,2,2,2,20,1,154,-1,0,16,-1,0,0,-2,0,0,-2,0,0,-2,0,0,170,0,170,1,1.7777777778,0,0,0,0,0.3555555556
4100,1,1,2,32,-1,171,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,171,0,171,0,0,0,0,0,0,0
1300,2,1,2,28,0,60,0,27,98,-1,60,27,0,0,73,0,0,0,-2,0,0,258,87,171,0,7.5384615385,2.0769230769,5.6153846154,0,0,3.0461538462
13900,2,2,1,45,-2,85,-2,98,121,-2,185,98,-2,0,184,-2,17,0,-1,17,17,488,317,171,0,0.8705035971,0.7050359712,1.3237410072,0,0.1223021583,0.6043165468
14500,1,2,1,50,1,132,2,66,66,-1,75,66,-1,43,75,0,43,59,-1,0,43,398,227,171,0,0.4551724138,0.4551724138,0.5172413793,0.4068965517,0.2965517241,0.4262068966
12100,1,1,2,34,-1,180,-1,92,0,-1,36,92,-1,56,36,-1,0,56,-1,8,0,364,192,172,0,0,0.7603305785,0.2975206612,0.4628099174,0,0.3041322314
4500,2,1,1,28,-1,130,-1,55,55,-1,110,55,-1,0,110,0,68,55,-1,0,68,405,233,172,0,1.2222222222,1.2222222222,2.4444444444,1.2222222222,1.5111111111,1.5244444444
10300,2,1,2,36,1,84,2,80,22,2,0,93,2,41,51,2,0,80,2,37,41,330,158,172,1,0.213592233,0.9029126214,0.4951456311,0.7766990291,0.3980582524,0.5572815534
2500,1,1,2,28,-1,33,-1,0,98,2,40,58,0,53,65,-1,36,53,-1,6,73,307,135,172,0,3.92,2.32,2.6,2.12,2.92,2.776
1200,2,1,1,34,-2,131,-2,209,200,-2,200,209,-2,84,200,-2,79,84,-2,80,79,824,652,172,0,16.6666666667,17.4166666667,16.6666666667,7,6.5833333333,12.8666666667
9300,2,3,2,26,-1,246,2,120,226,-1,168,120,-1,0,168,0,169,56,-1,186,169,816,643,173,1,2.4301075269,1.2903225806,1.8064516129,0.6021505376,1.8172043011,1.5892473118
1900,1,3,2,23,0,173,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,173,0,173,0,0,0,0,0,0,0
8000,1,2,1,39,-1,6,-1,0,75,2,25,68,-1,0,25,0,0,25,0,0,0,199,25,174,0,0.9375,0.85,0.3125,0.3125,0,0.4825
3300,2,2,1,48,-1,94,-1,188,94,-1,0,188,0,94,94,-1,94,94,-1,14,94,564,390,174,0,2.8484848485,5.696969697,2.8484848485,2.8484848485,2.8484848485,3.4181818182
10700,2,1,2,31,-1,7,-1,61,90,0,163,147,-1,162,163,-1,3,159,0,3,328,566,392,174,0,0.8411214953,1.3738317757,1.523364486,1.4859813084,3.0654205607,1.6579439252
3100,2,3,1,47,-2,26,-2,907,948,-2,0,107,-2,0,0,-2,0,0,-2,0,0,1081,907,174,0,30.5806451613,3.4516129032,0,0,0,6.8064516129
11900,1,1,2,29,-1,175,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,175,0,175,0,0,0,0,0,0,0
3300,1,2,1,45,-1,72,-1,44,92,0,144,64,-1,24,144,0,24,104,0,65,64,476,301,175,0,2.7878787879,1.9393939394,4.3636363636,3.1515151515,1.9393939394,2.8363636364
2100,2,2,2,52,-1,45,4,0,45,3,13,44,2,0,57,3,0,45,2,48,23,236,61,175,0,2.1428571429,2.0952380952,2.7142857143,2.1428571429,1.0952380952,2.0380952381
2100,1,2,1,25,-1,33,-1,0,120,2,47,67,-1,53,47,-1,44,53,-1,0,43,320,144,176,0,5.7142857143,3.1904761905,2.2380952381,2.5238095238,2.0476190476,3.1428571429
4800,1,3,1,39,-1,139,-1,219,222,-1,437,219,-1,1,436,0,391,209,-1,1,391,1225,1049,176,0,4.625,4.5625,9.0833333333,4.3541666667,8.1458333333,6.1541666667
8400,1,1,1,45,-1,337,-1,513,611,-1,560,512,-1,398,559,-1,523,398,-1,246,523,2417,2240,177,0,7.2738095238,6.0952380952,6.6547619048,4.7380952381,6.2261904762,6.1976190476
15900,1,1,1,35,-2,90,-2,285,487,-2,356,282,-2,308,353,-2,229,306,-2,163,227,1518,1341,177,0,3.0628930818,1.7735849057,2.2201257862,1.9245283019,1.427672956,2.0817610063
3300,2,1,2,35,-1,269,-1,180,80,-1,186,180,-1,159,186,-1,136,159,-1,35,136,874,696,178,1,2.4242424242,5.4545454545,5.6363636364,4.8181818182,4.1212121212,4.4909090909
6000,2,1,2,29,-1,104,2,16,61,-1,55,16,-1,0,55,0,0,31,0,17,0,267,88,179,0,1.0166666667,0.2666666667,0.9166666667,0.5166666667,0,0.5433333333
2500,2,3,1,47,-1,193,-1,387,219,-1,175,337,-1,157,175,-1,97,156,-1,85,97,1080,901,179,1,8.76,13.48,7,6.24,3.88,7.872
14500,1,1,1,47,-1,9,-1,100,170,-1,0,100,-1,0,0,-2,0,0,-2,0,0,279,100,179,0,1.1724137931,0.6896551724,0,0,0,0.3724137931
500,,3,1,52,10,191,6,313,327,7,154,179,11,3,5,11,23,298,10,328,470,1000,821,179,1,65.4,35.8,1,59.6,94,51.16
12100,2,1,1,27,2,32,-1,104,78,-1,77,104,0,0,136,0,44,76,-1,21,44,426,246,180,0,0.6446280992,0.8595041322,1.1239669421,0.6280991736,0.3636363636,0.7239669421
10500,2,1,1,41,-2,236,-2,58,151,-2,97,58,-2,82,96,-2,127,82,-2,79,127,623,443,180,1,1.4380952381,0.5523809524,0.9142857143,0.780952381,1.2095238095,0.979047619
2100,1,2,2,28,0,79,0,0,101,0,0,0,-2,0,0,-2,0,0,-2,0,0,180,0,180,1,4.8095238095,0,0,0,0,0.9619047619
8800,2,2,1,38,2,94,0,1,103,-1,63,1,-1,0,38,0,16,25,0,0,29,261,80,181,1,1.1704545455,0.0113636364,0.4318181818,0.2840909091,0.3295454545,0.4454545455
2100,2,2,1,48,0,240,-1,177,59,-1,0,118,0,59,59,-1,59,59,-1,59,59,535,354,181,0,2.8095238095,5.619047619,2.8095238095,2.8095238095,2.8095238095,3.3714285714
9200,2,1,2,31,-2,181,-2,20,0,-2,0,20,-2,6,0,-2,0,6,-2,0,0,207,26,181,0,0,0.2173913043,0,0.0652173913,0,0.0565217391
2100,2,1,2,24,2,181,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,181,0,181,1,0,0,0,0,0,0
3900,2,3,1,53,2,61,3,0,54,2,65,38,-1,0,65,3,0,59,2,31,37,277,96,181,0,1.3846153846,0.9743589744,1.6666666667,1.5128205128,0.9487179487,1.2974358974
2000,1,1,1,26,0,182,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,182,0,182,1,0,0,0,0,0,0
7500,2,1,2,29,-1,262,-1,732,728,-1,396,728,0,1259,578,-1,104,1259,-1,882,104,3555,3373,182,0,9.7066666667,9.7066666667,7.7066666667,16.7866666667,1.3866666667,9.0586666667
8500,2,2,1,44,-1,169,-1,0,13,-1,0,0,-2,0,0,-2,0,0,-2,0,0,182,0,182,0,0.1529411765,0,0,0,0,0.0305882353
1200,1,2,3,47,0,136,-1,31,16,-1,0,31,0,0,31,0,0,0,-2,0,0,214,31,183,0,1.3333333333,2.5833333333,2.5833333333,0,0,1.3
18000,2,1,1,41,-1,107,0,65,126,0,0,130,2,65,65,-1,68,65,-1,112,68,493,310,183,0,0.7,0.7222222222,0.3611111111,0.3611111111,0.3777777778,0.5044444444
8700,1,2,2,30,-1,100,0,0,83,0,0,0,-2,0,0,-2,0,0,-2,0,0,183,0,183,0,0.9540229885,0,0,0,0,0.1908045977
15300,2,3,1,46,0,289,0,80,191,0,81,181,0,164,153,-1,178,164,-1,291,162,978,794,184,0,1.2483660131,1.1830065359,1,1.0718954248,1.0588235294,1.1124183007
12400,2,2,1,40,-1,21,-1,173,289,-1,336,166,-1,22,336,-1,93,22,-1,26,93,834,650,184,0,2.3306451613,1.3387096774,2.7096774194,0.1774193548,0.75,1.4612903226
6500,1,2,1,39,-1,67,-1,0,117,-1,0,0,-2,0,0,-2,0,0,-2,0,0,184,0,184,0,1.8,0,0,0,0,0.36
2100,2,3,2,44,2,14,-1,71,201,-1,232,71,-1,16,232,-1,31,16,-1,0,31,534,350,184,0,9.5714285714,3.380952381,11.0476190476,0.7619047619,1.4761904762,5.2476190476
9900,1,1,1,60,0,65,0,0,100,0,26,-2,-1,0,24,0,0,24,0,0,0,211,26,185,0,1.0101010101,-0.0202020202,0.2424242424,0.2424242424,0,0.2949494949
14300,1,3,1,51,-1,121,-1,40,98,-1,50,40,-1,0,50,-1,34,0,-1,0,34,309,124,185,0,0.6853146853,0.2797202797,0.3496503497,0,0.2377622378,0.3104895105
15200,1,1,1,34,-1,1122,-1,888,571,-1,966,884,-1,1657,962,-1,1407,1649,-1,84,1400,5188,5002,186,0,3.7565789474,5.8157894737,6.3289473684,10.8486842105,9.2105263158,7.1921052632
4000,1,2,1,46,-1,16,-1,108,140,0,139,228,-1,118,139,-1,19,118,-1,70,19,641,454,187,0,3.5,5.7,3.475,2.95,0.475,3.22
9300,2,2,1,38,-1,42,0,120,115,0,80,223,0,120,105,0,80,222,0,120,298,707,520,187,1,1.2365591398,2.3978494624,1.1290322581,2.3870967742,3.2043010753,2.0709677419
14300,1,1,1,34,-1,151,-1,0,36,-1,0,0,-2,0,0,-2,0,0,-2,0,0,187,0,187,0,0.2517482517,0,0,0,0,0.0503496503
300,1,2,1,64,-2,111,-2,82,78,-2,78,82,-2,0,78,-2,0,0,-2,0,0,349,160,189,0,26,27.3333333333,26,0,0,15.8666666667
2000,1,1,2,26,-2,96,-2,98,122,-2,72,93,-2,88,72,-2,0,65,-2,0,0,448,258,190,0,6.1,4.65,3.6,3.25,0,3.52
8500,1,2,2,37,-1,76,-1,48,121,-1,0,97,2,44,33,-1,48,44,0,41,58,371,181,190,0,1.4235294118,1.1411764706,0.3882352941,0.5176470588,0.6823529412,0.8305882353
3100,1,1,2,30,1,217,2,68,78,-1,80,66,0,15,131,-1,78,15,-1,76,78,507,317,190,0,2.5161290323,2.1290322581,4.2258064516,0.4838709677,2.5161290323,2.3741935484
10800,2,1,2,52,-1,124,-1,0,94,-1,50,0,-1,40,50,0,7,90,-1,71,7,358,168,190,0,0.8703703704,0,0.462962963,0.8333333333,0.0648148148,0.4462962963
6300,1,2,2,31,-1,128,-1,106,77,-1,94,93,-1,0,93,-1,0,0,-2,0,0,391,200,191,0,1.2222222222,1.4761904762,1.4761904762,0,0,0.8349206349
2100,2,2,1,38,-1,191,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,191,0,191,0,0,0,0,0,0,0
900,1,3,1,43,-1,54,2,40,38,0,0,62,0,0,47,0,0,31,0,0,31,232,40,192,1,4.2222222222,6.8888888889,5.2222222222,3.4444444444,3.4444444444,4.6444444444
5900,1,2,1,56,-2,179,-2,99,131,-2,59,99,-2,59,59,-2,59,59,-2,59,59,527,335,192,0,2.2203389831,1.6779661017,1,1,1,1.3796610169
3700,2,2,2,39,-1,100,2,42,50,-1,42,42,-1,0,42,0,0,42,0,0,0,276,84,192,0,1.3513513514,1.1351351351,1.1351351351,1.1351351351,0,0.9513513514
6900,2,2,2,34,-2,114,-2,0,78,-2,0,0,-2,0,0,-2,0,0,-2,0,0,192,0,192,0,1.1304347826,0,0,0,0,0.2260869565
9100,2,1,1,43,1,155,-1,115,38,-1,37,115,-1,0,37,-1,0,0,-2,0,0,345,152,193,0,0.4175824176,1.2637362637,0.4065934066,0,0,0.4175824176
2000,1,2,1,29,-1,58,-1,0,104,2,0,31,2,0,0,-2,0,0,-2,0,0,193,0,193,0,5.2,1.55,0,0,0,1.35
14300,1,1,2,29,1,0,-1,131,170,-1,23,131,-1,0,23,0,0,23,0,0,0,347,154,193,0,1.1888111888,0.9160839161,0.1608391608,0.1608391608,0,0.4853146853
8000,2,1,1,28,-1,267,-1,267,267,-1,267,267,-1,474,267,-1,300,474,0,40,500,1542,1348,194,0,3.3375,3.3375,3.3375,5.925,6.25,4.4375
700,1,3,2,45,-1,16,-1,0,69,2,0,47,0,0,31,0,0,31,0,0,0,194,0,194,1,9.8571428571,6.7142857143,4.4285714286,4.4285714286,0,5.0857142857
4000,1,2,1,29,3,80,2,120,40,-1,0,120,0,0,80,0,46,40,-1,0,46,360,166,194,1,1,3,2,1,1.15,1.63
6300,2,2,2,53,-1,245,-1,174,237,-1,153,174,-1,277,150,-1,135,219,-1,91,108,1025,830,195,0,3.7619047619,2.7619047619,2.380952381,3.4761904762,1.7142857143,2.819047619
14300,2,2,2,51,-1,223,-1,74,20,-1,9,74,-1,26,9,-1,26,26,-1,21,26,352,156,196,0,0.1398601399,0.5174825175,0.0629370629,0.1818181818,0.1818181818,0.2167832168
14300,2,1,2,29,-2,96,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,196,0,196,0,0.6993006993,0,0,0,0,0.1398601399
3300,1,2,2,28,-1,108,-1,0,88,-1,40,0,-1,0,40,-1,0,0,-2,0,0,236,40,196,1,2.6666666667,0,1.2121212121,0,0,0.7757575758
7300,2,3,2,24,-1,69,2,108,62,-1,0,108,2,0,66,2,0,0,-2,0,0,305,108,197,0,0.8493150685,1.4794520548,0.904109589,0,0,0.6465753425
300,1,3,2,26,1,-15,-1,60,170,0,31,71,-1,0,31,0,0,31,0,0,0,288,91,197,0,56.6666666667,23.6666666667,10.3333333333,10.3333333333,0,20.2
900,,,2,85,4,20,0,3,127,9,55,198,5,360,714,4,124,367,12,687,783,1426,1229,197,1,14.1111111111,22,79.3333333333,40.7777777778,87,48.6444444444
11600,2,1,1,45,-2,315,-2,402,385,-2,158,402,-2,296,158,-2,179,296,-2,324,179,1556,1359,197,0,3.3189655172,3.4655172414,1.3620689655,2.5517241379,1.5431034483,2.4482758621
6100,1,1,2,33,-1,40,-1,0,407,-1,221,0,-1,0,221,2,245,147,-1,151,244,815,617,198,0,6.6721311475,0,3.6229508197,2.4098360656,4,3.3409836066
4800,2,3,1,48,-1,198,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,198,0,198,1,0,0,0,0,0,0
16000,2,1,2,35,-2,170,-2,281,173,-2,144,276,-2,60,141,-2,40,3,-2,40,37,763,565,198,0,1.08125,1.725,0.88125,0.01875,0.23125,0.7875
2900,1,1,2,30,-1,186,-1,0,13,-1,0,0,-2,0,0,-2,0,0,-2,0,0,199,0,199,0,0.4482758621,0,0,0,0,0.0896551724
